,Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
0,1575966,"PAYTON, WALTER (H/S)",WALTER PAYTON COLLEGE PREP,70020,School,Risk 1,1034 N Wells ST,"CHICAGO,IL,60610",09/23/2015,Canvass,Pass w/ Conditions
1,1096351,SOUTH LOOP ELEMENTARY,South Loop Elementary,1745,School,Risk 1,1212 S Plymouth CT,"CHICAGO,IL,60605",06/06/2012,Canvass,Pass
2,1562130,PARKWEST LIQUORS AND SMOKE SHOP,PARKWEST LIQUORS,2354157,Liquor,Risk 3,2570 N LINCOLN AVE,",IL,",08/12/2015,License,Fail
3,1286341,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,Restaurant,Risk 2,23 N WESTERN AVE,"CHICAGO,IL,60612",10/07/2013,Complaint Re-inspection,Pass
4,251137,"DOLLAR TREE STORE, INC.",,1954150,Grocery Store,Risk 3,5235-5237 N BROARDWAY,",IL,",06/22/2010,License Re-inspection,Pass
5,2051025,K INTERCONTINENTAL RESTAURANT,K INTERCONTINENTAL RESTAURANT (MOBILE FOOD),2523116,Mobile Food Dispenser,Risk 3,951 W WISE RD,"SCHAUMBURG,IL,60193",05/24/2017,License,Pass
6,250605,BRADWELL SCHOOL OF EXCELLENCE,Myra Bradwell Math Science and Technology Academy,22291,School,Risk 1,7736 S Burnham (2800E),"CHICAGO,IL,60649",06/07/2010,Canvass,Pass
7,1513072,"PAYTON, WALTER (H/S)",WALTER PAYTON COLLEGE PREP,70020,School,Risk 1,1034 N Wells ST,"CHICAGO,IL,60610",12/16/2014,Canvass,Fail
8,2009394,BISI RESTAURANT,BISI RESTAURANT,2374042,Mobile Food Dispenser,Risk 3,853 S ROSELLE RD,"SCHAUMBURG,IL,60193",03/28/2017,License,Pass
9,1578775,RESIDENCE INN CHICAGO DOWNTOWN,RESIDENCE INN CHICAGO DOWNTOWN,2391645,Restaurant,Risk 3,11 S LA SALLE ST,"CHICAGO,IL,60603",10/09/2015,License Re-inspection,Pass
