,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
0,52600,KAILUA,HI,96734,339999.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,11.0,04/05/2020,"ASB, FSB",HI-02
1,12100,AIEA,HI,96701,722511.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,04/12/2020,"American Savings Bank, FSB(First State Bank)",HI-01
2,47250,Hilo,HI,96720,541219.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,07/27/2020,"FC MARKETPLACE, LLC (DBA FUNDING CIRCLE)",HI-02
3,73600,KAPOLEI,HI,96707,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,24.0,05/01/2020,FIRST HAWAIIAN BANK,HI-02
4,4400,HONOLULU,HI,96817,561510.0,Corporation,Unknown,,Unanswered,3.0,04/06/2020,"ASB, FSB",HI-01
5,60000,HONOLULU,HI,96817,621111.0,Sole Proprietorship,Unanswered,Male Owned;,Non-Veteran,7.0,04/15/2020,Central Pacific Bank,HI-01
6,5000,HONOLULU,HI,96814,423390.0,Limited  Liability Company(LLC),Unknown,,Unanswered,2.0,04/08/2020,Central Pacific Bank,HI-01
7,26000,KULA,HI,96790,621111.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
8,25800,Lihue,HI,96766,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,4.0,04/29/2020,FIRST HAWAIIAN BANK,HI-02
9,9479,Kapolei,HI,96707,541512.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,08/06/2020,"Kabbage, Inc.",HI-02
10,20800,HONOLULU,HI,96825,541990.0,Limited  Liability Company(LLC),Unanswered,Male Owned;,Unanswered,1.0,04/04/2020,BankVista,HI-01
11,104700,HONOLULU,HI,96814,541110.0,Limited  Liability Company(LLC),Hispanic,Female,Unanswered,11.0,04/04/2020,Hawaii National Bank.,HI-01
12,18912,Aiea,HI,96701,531120.0,Corporation,Unanswered,Unanswered,Unanswered,0.0,05/01/2020,Central Pacific Bank,HI-01
13,7500,LAHAINA,HI,96761,713990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Central Pacific Bank,HI-02
14,25267,HONOLULU,HI,96814,448310.0,Corporation,Unknown,,Unanswered,5.0,04/27/2020,Bank of Hawaii,HI-01
15,39334,Pearl City,HI,96782,238330.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,04/28/2020,Central Pacific Bank,HI-01
16,47400,HONOLULU,HI,96813,493190.0,Limited  Liability Company(LLC),Asian,Male Owned;,Unanswered,4.0,04/14/2020,"American Savings Bank, FSB",HI-01
17,25000,KAILUA,HI,96734,722330.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,8.0,04/06/2020,"ASB, FSB",HI-02
18,51750,KAILUA,HI,96734,236220.0,Corporation,Unanswered,Unanswered,Unanswered,,04/16/2020,Central Pacific Bank,HI-02
19,83716,HONOLULU,HI,96819,423990.0,Corporation,Asian,Male Owned;,Non-Veteran,10.0,06/05/2020,FIRST HAWAIIAN BANK,HI-01
