,index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
0,247,10015,southwest alabama medical center,33700 highway 43,,al,36784,clarke,3346366221,acute care hospitals,government - federal,YES
1,752,10036,andalusia regional hospital,849 south three notch street,,al,36420,covington,3342228466,acute care hospitals,proprietary,NO
2,76,10006,eliza coffee memorial hospital,205 marengo street,,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,YES
3,396,10108,prattville baptist hospital,124 s memorial dr,,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,YES
4,967,10049,medical center enterprise,400 n edwards street,,al,36330,coffee,3343470584,acute care hospitals,proprietary,YES
5,786,10039,huntsville hospital,101 sivley rd,,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,Unknown
6,747,10036,andalusia regional hospital,849 south three notch street,,al,36420,covington,3342228466,acute care hospitals,proprietary,NO
7,129,10008,crenshaw community hospital,101 hospital circle,,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,Unknown
8,961,10049,medical center enterprise,400 n edwards street,,al,36330,coffee,3343470584,acute care hospitals,proprietary,YES
9,824,10040,gadsden regional medical center,1007 goodyear avenue,,al,35903,etowah,2564944000,acute care hospitals,proprietary,YES
10,669,10033,university of alabama hospital,619 south 19th street,,al,35233,jefferson,2059344011,acute care hospitals,government - state,YES
11,809,10040,gadsden regional medical center,1007 goodyear avenue,,al,35903,etowah,2564944000,acute care hospitals,proprietary,YES
12,750,10036,andalusia regional hospital,849 south three notch street,,al,36420,covington,3342228466,acute care hospitals,proprietary,NO
13,273,10016,shelby baptist medical center,1000 first street north,,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,Unknown
14,916,10046,riverview regional medical center,600 south third street,,al,35901,etowah,2565435200,acute care hospitals,proprietary,YES
15,822,10040,gadsden regional medical center,1007 goodyear avenue,,al,35903,etowah,2564944000,acute care hospitals,proprietary,YES
16,984,10050,st vincents blount,150 gilbreath drive,,al,35121,blount,2052743000,acute care hospitals,voluntary non-profit - private,YES
17,717,10035,cullman regional medical center,1912 alabama highway 157,,al,35058,cullman,2567372000,acute care hospitals,government - hospital district or authority,YES
18,749,10036,andalusia regional hospital,849 south three notch street,,al,36420,covington,3342228466,acute care hospitals,proprietary,Unknown
19,624,10029,east alabama medical center and snf,2000 pepperell parkway,,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,YES
