,index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
0,909,10046,riverview regional medical center,600 south third street,gadsden,al,35901,Etowah County,2565435200,acute care hospitals,proprietary,YES
1,266,10015,southwest alabama medical center,33700 highway 43,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,YES
2,628,10029,east alabama medical center and snf,2000 pepperell parkway,opelika,al,36801,Lee County,3347493411,acute care hospitals,government - hospital district or authority,YES
3,328,10038,stringfellow memorial hospital,301 east 18th st,anniston,al,36201,CALHOUN,2562358900,acute care hospitals,proprietary,YES
4,245,10015,southwest alabama medical center,33700 highway 43,thomasville,al,36784,CLARK,3346366221,acute care hospitals,government - federal,Ambulance Emergency Service
5,616,10027,elba general hospital,987 drayton street,elba,al,36323,Coffee,3348972257,acute care hospitals,voluntary non-profit - other,YES
6,626,10029,east alabama medical center and snf,2000 pepperell parkway,opelika,al,36801,Lee County,3347493411,acute care hospitals,government - hospital district or authority,YES
7,585,10025,g h lanier memorial hospital,4800 48th st,valley,al,36854,Chambers County,3347561400,acute care hospitals,voluntary non-profit - other,YES
8,926,10046,riverview regional medical center,600 south third street,gadsden,al,35901,Etowah County,2565435200,acute care hospitals,proprietary,YES
9,566,10024,jackson hospital & clinic inc,1725 pine street,montgomery,al,36106,MONTGOMERY,3342938000,acute care hospitals,voluntary non-profit - private,YES
10,174,10010,marshall medical center north,8000 alabama highway 69,guntersville,al,35976,MARSHALL,2565718000,acute care hospitals,government - hospital district or authority,YES
11,676,10033,university of alabama hospital,619 south 19th street,birmingham,al,35233,JEFFERSON,2059344011,acute care hospitals,government - state,Youth Crisis Support
12,666,10032,wedowee hospital,209 north main street,wedowee,al,36278,RANDOLPH,2563572111,acute care hospitals,government - local,no
13,42,10001,southeast alabama medical center,1108 ross clark circle,dothan,al,36302,HOUSTON,3347938701,acute care hospitals,government - hospital district or authority,YES
14,254,10015,southwest alabama medical center,33700 highway 43,thomasville,al,36784,Clarke,3346366221,acute care hospitals,government - federal,YES
15,608,10027,elba general hospital,987 drayton street,elba,al,36323,Coffee,3348972257,acute care hospitals,voluntary non-profit - other,YES
16,104,10007,mizell memorial hospital,702 n main st,opp,al,36467,COVINGTON,3344933541,acute care hospitals,voluntary non-profit - private,MO
17,580,10025,g h lanier memorial hospital,4800 48th st,valley,al,36854,CHAMBERS,3347561400,acute care hospitals,voluntary non-profit - other,YES
18,706,10034,community hospital inc,805 friendship road,tallassee,al,36078,ELMORE,3342836541,acute care hospitals,voluntary non-profit - private,NO
19,486,10021,dale medical center,126 hospital ave,ozark,al,36360,DALE,3347742601,acute care hospitals,government - hospital district or authority,Community Emergency Services
